studio,anime
957,33475
999,30278
999,32152
999,32566
1005,31699
1005,35530
1009,4800
1013,20329
1013,29751
1013,35563
1013,35574
1013,35575
1023,5998
1023,19775
1023,25609
1023,25611
1023,25613
1023,25615
1023,25619
1023,28495
1023,29105
1023,30868
1023,30870
1023,31580
1023,32015
1023,32086
1023,34720
1023,34721
1023,36655
1023,37255
1023,37388
1025,2735
1025,3151
1025,12863
1025,13165
1025,13167
1025,23135
1025,34787
1025,37178
1033,20671
1033,23285
1033,28205
1033,30585
1033,31846
1033,32959
1033,37407
1037,385
1037,1678
1053,12783
1053,15883
1053,20457
1053,22057
1053,22961
1053,23233
1053,24655
1053,24705
1053,29027
1053,30363
1053,31338
1053,31500
1053,31790
1053,31845
1053,32301
1053,34125
1053,34447
1053,36688
1055,34595
1055,34851
1055,35450
1063,34207
1065,8765
1067,8792
1067,21451
1067,31519
1067,32886
1067,33746
1067,38177
1075,21033
1075,25241
1075,33033
1075,33362
1075,34798
1075,36029
1075,37341
1075,37856
1077,24845
1079,29785
1087,21267
1087,22097
1087,28077
1087,30383
1087,31530
1087,34321
1087,37221
1091,33342
1091,33484
1091,33691
1091,34037
1099,22381
1103,22729
1103,27655
1103,29223
1103,30187
1103,33899
1103,37786
1109,20787
1109,31163
1109,31790
1109,38021
1111,34903
1111,37561
1111,38262
1115,7252
1119,23199
1119,27831
1119,27833
1119,30191
1119,31552
1119,32915
1119,32983
1119,32998
1119,33964
1119,34591
1119,34777
1119,36275
1119,36538
1119,36756
1127,23209
1127,30919
1127,31163
1127,32410
1127,32979
1127,35240
1127,36424
1127,36475
1127,37831
1129,9120
1129,10479
1129,20709
1129,25647
1129,25859
1129,32606
1129,34771
1129,36902
1129,37662
1129,38001
1131,679
1131,1285
1131,1286
1131,3005
1133,8815
1133,33122
1133,33480
1133,36572
1133,36575
1133,36577
1133,36578
1133,36582
1133,37018
1133,37020
1133,37144
1133,37145
1135,31549
1135,32734
1143,32014
1155,19391
1155,25875
1155,38354
1157,2058
1165,22225
1169,19383
1169,22537
1169,30947
1169,30948
1169,31994
1169,33696
1169,33803
1169,34467
1169,35069
1169,35714
1169,38022
1173,34048
1181,25963
1181,25965
1181,25967
1181,25969
1181,25971
1181,25973
1181,25975
1181,25977
1181,25979
1181,25985
1181,26007
1181,26009
1181,26011
1181,26013
1181,26015
1181,26017
1185,7915
1187,5928
1191,1377
1193,10258
1193,18047
1193,20835
1195,26085
1195,30127
1195,30600
1195,30721
1195,31683
1195,31848
1195,32697
1195,33201
1195,33244
1195,33462
1195,34383
1195,35484
1195,36943
1195,37000
1195,37265
1195,37663
1195,37826
1195,38433
1197,27969
1197,30013
1209,30010
1209,34411
1209,37408
1217,36771
1229,32956
1229,33290
1229,34845
1229,35510
1229,35590
1231,884
1231,6900
1231,28595
1231,29846
1231,31373
1231,32596
1231,33685
1231,33686
1231,33687
1237,26395
1237,30419
1237,30567
1237,31440
1237,31608
1237,31668
1237,32228
1237,32379
1237,32454
1237,32816
1237,33811
1237,34522
1237,34615
1237,35009
1237,35676
1239,4189
1244,29854
1244,34028
1244,36098
1244,36858
1244,37447
1249,19213
1252,30089
1252,32557
1257,27927
1257,31426
1257,34501
1258,30438
1258,31471
1258,31485
1258,31573
1258,32122
1258,32366
1258,32670
1258,32806
1258,33045
1258,35843
1258,36838
1258,36955
1258,37204
1258,37491
1260,95
1263,27539
1264,28981
1264,31139
1264,31804
1264,32262
1264,33118
1264,33222
1264,33245
1264,35250
1264,35923
1264,36001
1264,36629
1264,37446
1265,30524
1265,32682
1265,36784
1266,28929
1266,32999
1268,30412
1268,33196
1268,33350
1276,13439
1276,30850
1278,30923
1278,33685
1278,33686
1278,33687
1278,34893
1278,35235
1278,36038
1278,38254
1279,30922
1282,2475
1286,30290
1286,31055
1286,32383
1286,34488
1291,31633
1292,33429
1295,33795
1295,34213
1295,34280
1295,34481
1295,35639
1296,31853
1296,36097
1296,36418
1296,36991
1299,31439
1299,31930
1299,32214
1299,33836
1299,35298
1299,36510
1299,37579
1300,31578
1304,31245
1306,8426
1306,10935
1306,14073
1306,15379
1306,16636
1313,1045
1314,32190
1314,32248
1314,32251
1314,35047
1314,35586
1314,36652
1320,35302
1324,25393
1324,32058
1324,32059
1325,28673
1325,29087
1325,29089
1325,30166
1325,31233
1325,31499
1325,32936
1325,33209
1325,33339
1325,33357
1325,33446
1325,33605
1325,34009
1325,34525
1325,34724
1325,34940
1325,35044
1325,35215
1325,35333
1325,36148
1325,36160
1325,36291
1325,36522
1325,36545
1325,36790
1325,36823
1325,36824
1325,37005
1325,37090
1325,37564
1325,37894
1340,34392
1340,34393
1340,34733
1340,35251
1340,36834
1350,32323
1350,33926
1350,33969
1350,34602
1350,36848
1350,37044
1350,37208
1353,34412
1356,25541
1357,35255
1360,31339
1360,33032
1360,37034
1360,37046
1361,1347
1361,1348
1361,2292
1362,32665
1363,600
1370,31373
1371,989
1372,2146
1379,33447
1379,33850
1379,34019
1379,34543
1379,36431
1379,36525
1379,37105
1379,38061
1379,38203
1380,32954
1380,33681
1381,32379
1381,35009
1381,35676
1383,1874
1383,2356
1387,32934
1387,33042
1393,36028
1393,36548
1393,37755
1393,37884
1396,30617
1396,32447
1396,33105
1396,35472
1396,35473
1396,36501
1396,36502
1396,38018
1399,38007
1419,33913
1419,35504
1421,36233
1433,32832
1435,1608
1435,7122
1435,17624
1436,7561
1436,18375
1437,1583
1440,34658
1440,37983
1442,1942
1444,33255
1444,34612
1454,4189
1460,36571
1462,10259
1464,3127
1471,33726
1471,37997
1473,12917
1476,2765
1476,3990
1476,7523
1476,23969
1479,2414
1485,37179
1487,33394
1487,33723
1509,1302
1509,3670
1509,8324
1512,3900
1513,3900
1514,33690
1514,34725
1522,33528
1522,35526
1523,31107
1523,34541
1525,32851
1525,32852
1529,33983
1529,36858
1533,16247
1536,33421
1545,2834
1547,33771
1547,37641
1549,970
1558,34234
1560,19919
1560,21851
1560,23375
1560,28835
1560,35347
1562,33392
1562,33457
1567,34904
1569,17505
1569,17947
1569,24171
1569,25157
1569,31493
1569,31621
1569,31851
1569,32397
1569,33572
1569,33589
1569,34812
1569,35063
1569,35964
1575,32613
1591,34537
1591,34792
1591,37590
1593,38413
1596,34151
1618,27969
1661,35114
1661,36288
1662,786
1662,7750
1667,33508
1667,34300
1667,36491
1667,37184
1667,37185
1667,37620
1668,34864
1669,33280
1669,36266
1670,34167
1673,32447
1673,36501
1673,36502
1673,37873
1687,35624
1691,38049
1706,34129
1706,35650
1706,37938
1717,31830
1717,36063
1717,36095
1717,36096
1717,36101
1722,36155
1724,2072
1725,20707
1725,36169
1725,36170
1725,36172
1725,36173
1725,36175
1725,36180
1726,1739
1726,36349
1746,36580
1746,36585
1746,36586
1751,36716
1751,36759
1751,36764
1751,36765
1751,36766
1753,36759
1754,2826
1759,36840
1762,35011
1763,35681
1764,35683
1766,32571
1766,34979
1766,37368
1768,9806
1768,11841
1768,15905
1768,29935
1768,29936
1768,29937
1768,33278
1768,33758
1768,36910
1768,37150
1768,37566
1768,37888
1770,36569
1771,33339
1771,36290
1771,37564
1774,35044
1774,35215
1774,36226
1774,36290
1797,36565
1805,37175
1805,37641
1807,36428
1807,36775
1807,37886
1808,33762
1808,33763
1808,36762
1810,27825
1810,31678
1810,36722
1813,36943
1814,2079
1829,34257
1829,35346
1829,35883
1829,36500
1829,36942
1829,37424
1830,37740
1830,38285
1835,35849
1835,35972
1835,36023
1835,37450
1835,37589
1837,37790
1839,33972
1842,2314
1843,37760
1844,35691
1846,33234
1847,35684
1848,37879
1849,38251
1851,37561
1860,36632
1861,38147
1864,37517
1866,37904
1867,37904
1871,37787
1872,37787
1876,37784
1876,38411
1879,38413
1882,34280
1882,37021
1882,37280
1892,33438
1897,38292
1903,38395
